Pattern #1 Target #1 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 22 milliseconds
Pattern #1 Target #569 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #570 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
Pattern #1 Target #571 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #572 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 1 milliseconds
Pattern #1 Target #573 Run completed: 1 solutions; 3 fail nodes; 32 nodes; 1 milliseconds
Pattern #1 Target #574 Run completed: 1 solutions; 8 fail nodes; 44 nodes; 0 milliseconds
Pattern #1 Target #575 Run completed: 1 solutions; 8 fail nodes; 50 nodes; 2 milliseconds
Pattern #1 Target #576 Run completed: 1 solutions; 20 fail nodes; 77 nodes; 1 milliseconds
Pattern #1 Target #577 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 1 milliseconds
Pattern #1 Target #578 Run completed: 1 solutions; 7 fail nodes; 39 nodes; 0 milliseconds
Pattern #1 Target #579 Run completed: 1 solutions; 7 fail nodes; 38 nodes; 1 milliseconds
Pattern #1 Target #580 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #581 Run completed: 0 solutions; 36 fail nodes; 101 nodes; 0 milliseconds
Pattern #1 Target #582 Run completed: 1 solutions; 28 fail nodes; 113 nodes; 1 milliseconds
Pattern #1 Target #583 Run completed: 1 solutions; 4 fail nodes; 26 nodes; 1 milliseconds
Pattern #1 Target #584 Run completed: 1 solutions; 7 fail nodes; 40 nodes; 0 milliseconds
Pattern #1 Target #585 Run completed: 1 solutions; 5 fail nodes; 27 nodes; 0 milliseconds
Pattern #1 Target #586 Run completed: 1 solutions; 39 fail nodes; 123 nodes; 1 milliseconds
Pattern #1 Target #587 Run completed: 1 solutions; 11 fail nodes; 47 nodes; 1 milliseconds
Pattern #1 Target #588 Run completed: 1 solutions; 13 fail nodes; 54 nodes; 1 milliseconds
Pattern #1 Target #589 Run completed: 1 solutions; 7 fail nodes; 50 nodes; 0 milliseconds
Pattern #1 Target #590 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 4 milliseconds
Pattern #1 Target #591 Run completed: 1 solutions; 3 fail nodes; 28 nodes; 3 milliseconds
Pattern #1 Target #592 Run completed: 1 solutions; 9 fail nodes; 42 nodes; 9 milliseconds
Pattern #1 Target #593 Run completed: 1 solutions; 2 fail nodes; 19 nodes; 2 milliseconds
Pattern #1 Target #594 Run completed: 1 solutions; 123 fail nodes; 125 nodes; 3 milliseconds
Pattern #1 Target #595 Run completed: 1 solutions; 3 fail nodes; 21 nodes; 5 milliseconds
Pattern #1 Target #596 Run completed: 1 solutions; 14 fail nodes; 75 nodes; 1 milliseconds
Pattern #1 Target #597 Run completed: 1 solutions; 63 fail nodes; 74 nodes; 2 milliseconds
Pattern #1 Target #598 Run completed: 1 solutions; 72 fail nodes; 83 nodes; 2 milliseconds
Pattern #1 Target #599 Run completed: 1 solutions; 70 fail nodes; 81 nodes; 2 milliseconds
Pattern #1 Target #600 Run completed: 1 solutions; 3 fail nodes; 23 nodes; 3 milliseconds
total cpu time: 19634 milliseconds
